2022-04-03 13:02:03 UTC,8.0,10.64,22.24,11.599999
2022-04-03 13:02:03 UTC,19.0,33.06,52.82,19.759998
2022-04-01 01:04:02 UTC,1.0,1.33,2.33,0.9999999
2022-04-01 01:04:02 UTC,3.0,6.0,6.99,0.9899998
2022-04-01 01:04:02 UTC,11.0,22.99,25.63,2.6399994
